edition_key,facsimile_url
bib-47,https://www.google.com/books/edition/Usaige_et_description_de_l_Holometro_pou/RsZlAAAAcAAJ
bib-52,https://www.google.com/books/edition/De_planis_triangulis_liber_unicus/Fxk8AAAAcAAJ
bib-59,https://www.google.com/books/edition/Cyclometrica_elementa_duo/7-1jAAAAcAAJ
bib-64,https://www.google.com/books/edition/Canon_mathematicus_seu_ad_triangula_cum/YnRq32DSbn0C
bib-67,https://www.google.com/books/edition/Pseudo_mesolabum_alia_quaedam_adiuncta_c/XPvGck2vB1QC
bib-71,https://www.google.com/books/edition/M_Vitrvvii_Pollionis_De_architectvra_lib/B6RoAAAAcAAJ
bib-76,https://www.google.com/books/edition/Cosmographia_in_quatuor_libros_distribut/oIpV8g_tEt8C
bib-82,https://www.google.com/books/edition/Io_Buteonis_delphinatici_opera_geometric/qu9EAQAAMAAJ
bib-83,https://www.google.com/books/edition/Opera_geometrica/pgs8AAAAcAAJ
bib-87,https://www.google.com/books/edition/Dell_Arte_Del_Misurare_Libri_Due_Nel_Pri/NCFaAAAAcAAJ
bib-90,https://www.google.com/books/edition/La_Pratique_universelle_de_G%C3%A9ometrie/wQs8AAAAcAAJ
bib-93,https://www.google.com/books/edition/Pratica_d_arithmetica_e_geometria_etc/4YxmAAAAcAAJ
bib-105,https://www.google.com/books/edition/De_quadrante_geometrico_libellus_In_quo/pRN0YLpUbccC
bib-123,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10525716-1
bib-127,https://www.google.com/books/edition/Ioannis_Praetorii_Ioachimici_Problema_qu/W_MA7-7RJQ8C
bib-128,https://www.google.com/books/edition/P_Rami_Arithmeticae_Libri_Duo_Geometriae/4kd25JMJF4AC
bib-131,https://www.google.com/books/edition/The_pathway_to_knowledg_etc/H_95rik6X4UC
bib-148,https://www.google.com/books/edition/Gouuernail_d_Ambroise_Bachot_capitaine_i/NFIOWGh5Vx0C
bib-150,https://www.proquest.com/docview/2248558691
bib-151,https://www.google.com/books/edition/Tavole_brevissime_per_sapere_con_prestez/UiFaAAAAcAAJ
bib-152,https://www.google.com/books/edition/Della_Fortificatione_delle_Citta_di_e_de/OBtJAAAAcAAJ
bib-153,https://www.proquest.com/docview/2248531401
bib-154,https://www.proquest.com/docview/2248525412
bib-155,https://www.google.com/books/edition/Margarita_philosophica/VVEqTJwyCbUC
bib-156,https://www.google.com/books/edition/Le_Mechaniche_Dell_Illvstriss_Sig_Gvido/0G9xYkboKrIC
bib-167,https://www.google.com/books/edition/Liber_de_intellectu/zpFPAAAAcAAJ
bib-168,https://www.google.com/books/edition/Caroli_Bouilli_Samarobrini_Ouestionum_Th/om1oAAAAcAAJ
bib-169,https://www.google.com/books/edition/Le_sphere_du_monde_proprement_ditte_cosm/8l5RAAAAcAAJ
bib-173,https://www.google.com/books/edition/Libri_logicorum/A6RCAAAAcAAJ
bib-174,https://books.google.com/books?id=A_yT6uJjXxAC
bib-176,https://www.google.com/books/edition/Haec_accurata_recognitio_trium_voluminum/-swevo4PsWUC
bib-181,https://gallica.bnf.fr/ark:/12148/bpt6k5617656b
bib-185,https://books.google.fr/books?id=YMxbAAAAQAAJ
bib-186,https://books.google.com/books?id=H-Dtm7WtpSwC
bib-209,https://books.google.com/books?id=cyXGxgvRGZoC
bib-210,https://books.google.nl/books?id=TBC0001otDUC
bib-211,https://books.google.com/books?id=8_doAAAAcAAJ
bib-212,https://books.google.com/books?id=FRJiAAAAcAAJ
bib-222,https://search.proquest.com/docview/2240914758
bib-223,https://books.google.com/books?id=2W9mAAAAcAAJ
